2023-04-17 22:24:22: Temperatur=21.0, Luftfeuchtigkeit=59.0, Taupunkt=12.7
2023-04-21 13:09:56: Temperatur=43.5, Luftfeuchtigkeit=36.0, Taupunkt=25.1
2023-04-21 13:10:26: Temperatur=43.9, Luftfeuchtigkeit=35.0, Taupunkt=25.0
2023-04-21 13:10:44: Temperatur=43.9, Luftfeuchtigkeit=35.0, Taupunkt=25.0
2023-04-21 13:10:56: Temperatur=43.9, Luftfeuchtigkeit=35.0, Taupunkt=25.0
2023-04-21 13:11:26: Temperatur=44.4, Luftfeuchtigkeit=35.0, Taupunkt=25.5
2023-04-21 13:11:44: Temperatur=44.4, Luftfeuchtigkeit=35.0, Taupunkt=25.5
2023-04-21 13:11:57: Temperatur=44.4, Luftfeuchtigkeit=35.0, Taupunkt=25.5
2023-04-21 13:12:27: Temperatur=44.4, Luftfeuchtigkeit=34.0, Taupunkt=25.0
2023-04-21 13:12:44: Temperatur=44.8, Luftfeuchtigkeit=34.0, Taupunkt=25.3
2023-04-21 13:12:57: Temperatur=44.8, Luftfeuchtigkeit=34.0, Taupunkt=25.3
2023-04-21 13:13:27: Temperatur=44.8, Luftfeuchtigkeit=34.0, Taupunkt=25.3
2023-04-21 13:13:44: Temperatur=44.8, Luftfeuchtigkeit=34.0, Taupunkt=25.3
2023-04-21 13:13:57: Temperatur=44.8, Luftfeuchtigkeit=33.0, Taupunkt=24.8
2023-04-21 13:14:28: Temperatur=45.3, Luftfeuchtigkeit=32.0, Taupunkt=24.7
2023-04-21 13:14:44: Temperatur=45.3, Luftfeuchtigkeit=32.0, Taupunkt=24.7
2023-04-21 13:14:58: Temperatur=45.3, Luftfeuchtigkeit=32.0, Taupunkt=24.7
2023-04-21 13:15:28: Temperatur=45.3, Luftfeuchtigkeit=32.0, Taupunkt=24.7
2023-04-21 13:15:44: Temperatur=45.3, Luftfeuchtigkeit=32.0, Taupunkt=24.7
2023-04-21 13:15:58: Temperatur=45.7, Luftfeuchtigkeit=32.0, Taupunkt=25.1
2023-04-21 13:16:29: Temperatur=45.7, Luftfeuchtigkeit=32.0, Taupunkt=25.1
2023-04-21 13:16:45: Temperatur=45.7, Luftfeuchtigkeit=31.0, Taupunkt=24.5
2023-04-21 13:16:59: Temperatur=45.7, Luftfeuchtigkeit=31.0, Taupunkt=24.5
2023-04-21 13:17:29: Temperatur=45.7, Luftfeuchtigkeit=31.0, Taupunkt=24.5
2023-04-21 13:17:45: Temperatur=45.7, Luftfeuchtigkeit=31.0, Taupunkt=24.5
2023-04-21 13:18:00: Temperatur=45.7, Luftfeuchtigkeit=31.0, Taupunkt=24.5
2023-04-21 13:18:30: Temperatur=45.8, Luftfeuchtigkeit=31.0, Taupunkt=24.6
2023-04-21 13:18:45: Temperatur=45.7, Luftfeuchtigkeit=31.0, Taupunkt=24.5
2023-04-21 13:19:00: Temperatur=45.8, Luftfeuchtigkeit=31.0, Taupunkt=24.6
2023-04-21 13:19:30: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 13:19:45: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 13:20:01: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 13:20:31: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 13:20:45: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 13:21:01: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 13:21:31: Temperatur=47.1, Luftfeuchtigkeit=31.0, Taupunkt=25.7
2023-04-21 13:21:45: Temperatur=47.1, Luftfeuchtigkeit=31.0, Taupunkt=25.7
2023-04-21 13:22:01: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:22:31: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:22:46: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:23:02: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:23:32: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:23:46: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:24:02: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:24:32: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 13:32:28: Temperatur=48.2, Luftfeuchtigkeit=28.0, Taupunkt=25.0
2023-04-21 13:32:44: Temperatur=48.2, Luftfeuchtigkeit=28.0, Taupunkt=25.0
2023-04-21 13:33:14: Temperatur=47.1, Luftfeuchtigkeit=27.0, Taupunkt=23.4
2023-04-21 13:33:28: Temperatur=47.1, Luftfeuchtigkeit=27.0, Taupunkt=23.4
2023-04-21 13:33:44: Temperatur=47.1, Luftfeuchtigkeit=27.0, Taupunkt=23.4
2023-04-21 13:34:14: Temperatur=47.6, Luftfeuchtigkeit=27.0, Taupunkt=23.8
2023-04-21 13:34:28: Temperatur=48.2, Luftfeuchtigkeit=25.0, Taupunkt=23.1
2023-04-21 13:34:44: Temperatur=48.2, Luftfeuchtigkeit=25.0, Taupunkt=23.1
2023-04-21 13:35:14: Temperatur=49.2, Luftfeuchtigkeit=25.0, Taupunkt=23.9
2023-04-21 13:35:28: Temperatur=49.2, Luftfeuchtigkeit=25.0, Taupunkt=23.9
2023-04-21 13:35:44: Temperatur=49.8, Luftfeuchtigkeit=25.0, Taupunkt=24.4
2023-04-21 13:36:15: Temperatur=50.3, Luftfeuchtigkeit=23.0, Taupunkt=23.4
2023-04-21 13:36:28: Temperatur=50.3, Luftfeuchtigkeit=23.0, Taupunkt=23.4
2023-04-21 13:36:45: Temperatur=50.8, Luftfeuchtigkeit=23.0, Taupunkt=23.8
2023-04-21 13:37:15: Temperatur=51.3, Luftfeuchtigkeit=23.0, Taupunkt=24.3
2023-04-21 13:37:28: Temperatur=52.1, Luftfeuchtigkeit=23.0, Taupunkt=24.9
2023-04-21 13:37:45: Temperatur=52.1, Luftfeuchtigkeit=23.0, Taupunkt=24.9
2023-04-21 13:38:15: Temperatur=52.7, Luftfeuchtigkeit=22.0, Taupunkt=24.7
2023-04-21 13:38:29: Temperatur=52.7, Luftfeuchtigkeit=22.0, Taupunkt=24.7
2023-04-21 13:38:46: Temperatur=53.2, Luftfeuchtigkeit=21.0, Taupunkt=24.3
2023-04-21 13:39:16: Temperatur=53.8, Luftfeuchtigkeit=20.0, Taupunkt=24.0
2023-04-21 13:39:29: Temperatur=53.8, Luftfeuchtigkeit=20.0, Taupunkt=24.0
2023-04-21 13:39:46: Temperatur=53.8, Luftfeuchtigkeit=20.0, Taupunkt=24.0
2023-04-21 13:40:16: Temperatur=54.4, Luftfeuchtigkeit=20.0, Taupunkt=24.5
2023-04-21 13:40:29: Temperatur=54.4, Luftfeuchtigkeit=19.0, Taupunkt=23.6
2023-04-21 13:40:46: Temperatur=55.0, Luftfeuchtigkeit=18.0, Taupunkt=23.2
2023-04-21 13:41:16: Temperatur=55.0, Luftfeuchtigkeit=18.0, Taupunkt=23.2
2023-04-21 13:41:29: Temperatur=55.0, Luftfeuchtigkeit=18.0, Taupunkt=23.2
2023-04-21 13:41:46: Temperatur=55.0, Luftfeuchtigkeit=18.0, Taupunkt=23.2
2023-04-21 13:42:16: Temperatur=55.5, Luftfeuchtigkeit=17.0, Taupunkt=22.6
2023-04-21 13:42:29: Temperatur=55.5, Luftfeuchtigkeit=17.0, Taupunkt=22.6
2023-04-21 13:42:47: Temperatur=55.5, Luftfeuchtigkeit=17.0, Taupunkt=22.6
2023-04-21 14:34:59: Temperatur=56.5, Luftfeuchtigkeit=12.0, Taupunkt=17.8
2023-04-21 14:35:11: Temperatur=56.5, Luftfeuchtigkeit=12.0, Taupunkt=17.8
2023-04-21 14:35:29: Temperatur=56.5, Luftfeuchtigkeit=12.0, Taupunkt=17.8
2023-04-21 14:35:59: Temperatur=56.5, Luftfeuchtigkeit=12.0, Taupunkt=17.8
2023-04-21 14:36:11: Temperatur=56.0, Luftfeuchtigkeit=12.0, Taupunkt=17.4
2023-04-21 14:36:29: Temperatur=56.0, Luftfeuchtigkeit=12.0, Taupunkt=17.4
2023-04-21 14:36:59: Temperatur=56.0, Luftfeuchtigkeit=12.0, Taupunkt=17.4
2023-04-21 14:37:12: Temperatur=56.0, Luftfeuchtigkeit=12.0, Taupunkt=17.4
2023-04-21 14:37:29: Temperatur=56.0, Luftfeuchtigkeit=13.0, Taupunkt=18.7
2023-04-21 14:37:59: Temperatur=56.0, Luftfeuchtigkeit=13.0, Taupunkt=18.7
2023-04-21 14:38:12: Temperatur=56.0, Luftfeuchtigkeit=13.0, Taupunkt=18.7
2023-04-21 14:38:30: Temperatur=56.0, Luftfeuchtigkeit=13.0, Taupunkt=18.7
2023-04-21 14:39:02: Temperatur=56.0, Luftfeuchtigkeit=13.0, Taupunkt=18.7
2023-04-21 14:39:12: Temperatur=56.0, Luftfeuchtigkeit=13.0, Taupunkt=18.7
2023-04-21 14:39:34: Temperatur=56.0, Luftfeuchtigkeit=13.0, Taupunkt=18.7
2023-04-21 14:40:04: Temperatur=56.0, Luftfeuchtigkeit=14.0, Taupunkt=19.9
2023-04-21 14:40:12: Temperatur=56.0, Luftfeuchtigkeit=14.0, Taupunkt=19.9
2023-04-21 14:40:34: Temperatur=56.0, Luftfeuchtigkeit=14.0, Taupunkt=19.9
2023-04-21 14:41:07: Temperatur=56.0, Luftfeuchtigkeit=14.0, Taupunkt=19.9
2023-04-21 14:41:15: Temperatur=56.0, Luftfeuchtigkeit=14.0, Taupunkt=19.9
2023-04-21 14:41:37: Temperatur=55.5, Luftfeuchtigkeit=14.0, Taupunkt=19.5
2023-04-21 14:42:10: Temperatur=55.5, Luftfeuchtigkeit=14.0, Taupunkt=19.5
2023-04-21 14:42:15: Temperatur=55.5, Luftfeuchtigkeit=14.0, Taupunkt=19.5
2023-04-21 14:42:40: Temperatur=54.4, Luftfeuchtigkeit=14.0, Taupunkt=18.6
2023-04-21 14:43:10: Temperatur=52.7, Luftfeuchtigkeit=16.0, Taupunkt=19.4
2023-04-21 14:43:16: Temperatur=52.7, Luftfeuchtigkeit=16.0, Taupunkt=19.4
2023-04-21 14:43:40: Temperatur=51.3, Luftfeuchtigkeit=17.0, Taupunkt=19.3
2023-04-21 14:44:11: Temperatur=49.8, Luftfeuchtigkeit=20.0, Taupunkt=20.7
2023-04-21 14:44:16: Temperatur=49.8, Luftfeuchtigkeit=20.0, Taupunkt=20.7
2023-04-21 14:44:41: Temperatur=49.2, Luftfeuchtigkeit=22.0, Taupunkt=21.8
2023-04-21 14:45:11: Temperatur=48.2, Luftfeuchtigkeit=24.0, Taupunkt=22.4
2023-04-21 14:45:16: Temperatur=48.2, Luftfeuchtigkeit=24.0, Taupunkt=22.4
2023-04-21 14:45:41: Temperatur=47.6, Luftfeuchtigkeit=26.0, Taupunkt=23.2
2023-04-21 14:46:11: Temperatur=47.1, Luftfeuchtigkeit=28.0, Taupunkt=24.0
2023-04-21 14:46:16: Temperatur=47.1, Luftfeuchtigkeit=29.0, Taupunkt=24.6
2023-04-21 14:46:41: Temperatur=47.1, Luftfeuchtigkeit=30.0, Taupunkt=25.2
2023-04-21 14:47:12: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 14:47:16: Temperatur=46.2, Luftfeuchtigkeit=31.0, Taupunkt=25.0
2023-04-21 14:47:42: Temperatur=46.2, Luftfeuchtigkeit=33.0, Taupunkt=26.0
2023-04-21 14:48:12: Temperatur=46.2, Luftfeuchtigkeit=34.0, Taupunkt=26.5
2023-04-21 14:48:16: Temperatur=46.2, Luftfeuchtigkeit=34.0, Taupunkt=26.5
2023-04-21 14:48:42: Temperatur=46.2, Luftfeuchtigkeit=35.0, Taupunkt=27.0
2023-04-21 14:49:12: Temperatur=45.7, Luftfeuchtigkeit=36.0, Taupunkt=27.1
2023-04-21 14:49:16: Temperatur=45.7, Luftfeuchtigkeit=36.0, Taupunkt=27.1
2023-04-21 14:49:42: Temperatur=45.7, Luftfeuchtigkeit=36.0, Taupunkt=27.1
2023-04-21 14:50:12: Temperatur=45.7, Luftfeuchtigkeit=37.0, Taupunkt=27.5
2023-04-21 14:50:17: Temperatur=45.7, Luftfeuchtigkeit=38.0, Taupunkt=28.0
2023-04-21 14:50:43: Temperatur=45.3, Luftfeuchtigkeit=38.0, Taupunkt=27.6
2023-04-21 14:51:13: Temperatur=45.3, Luftfeuchtigkeit=39.0, Taupunkt=28.1
2023-04-21 14:51:17: Temperatur=45.3, Luftfeuchtigkeit=39.0, Taupunkt=28.1
2023-04-21 14:51:43: Temperatur=44.8, Luftfeuchtigkeit=41.0, Taupunkt=28.5
2023-04-21 14:52:13: Temperatur=44.8, Luftfeuchtigkeit=42.0, Taupunkt=28.9
2023-04-21 14:52:17: Temperatur=44.8, Luftfeuchtigkeit=42.0, Taupunkt=28.9
2023-04-21 14:52:43: Temperatur=44.8, Luftfeuchtigkeit=42.0, Taupunkt=28.9
2023-04-21 14:53:13: Temperatur=44.4, Luftfeuchtigkeit=43.0, Taupunkt=29.0
2023-04-21 14:53:17: Temperatur=44.4, Luftfeuchtigkeit=43.0, Taupunkt=29.0
2023-04-21 14:53:43: Temperatur=44.4, Luftfeuchtigkeit=44.0, Taupunkt=29.4
2023-04-21 14:54:13: Temperatur=44.4, Luftfeuchtigkeit=45.0, Taupunkt=29.8
2023-04-21 14:54:17: Temperatur=44.4, Luftfeuchtigkeit=45.0, Taupunkt=29.8
2023-04-21 14:54:43: Temperatur=44.4, Luftfeuchtigkeit=45.0, Taupunkt=29.8
2023-04-21 14:55:14: Temperatur=44.4, Luftfeuchtigkeit=45.0, Taupunkt=29.8
2023-04-21 14:55:17: Temperatur=44.4, Luftfeuchtigkeit=45.0, Taupunkt=29.8
2023-04-21 14:55:44: Temperatur=44.4, Luftfeuchtigkeit=46.0, Taupunkt=30.1
2023-04-21 14:56:14: Temperatur=44.4, Luftfeuchtigkeit=46.0, Taupunkt=30.1
2023-04-21 14:56:17: Temperatur=44.4, Luftfeuchtigkeit=46.0, Taupunkt=30.1
2023-04-21 14:56:45: Temperatur=44.4, Luftfeuchtigkeit=46.0, Taupunkt=30.1
2023-04-21 14:57:15: Temperatur=44.4, Luftfeuchtigkeit=47.0, Taupunkt=30.5
2023-04-21 14:57:17: Temperatur=44.4, Luftfeuchtigkeit=47.0, Taupunkt=30.5
2023-04-21 14:57:45: Temperatur=44.4, Luftfeuchtigkeit=47.0, Taupunkt=30.5
2023-04-21 14:58:15: Temperatur=44.4, Luftfeuchtigkeit=47.0, Taupunkt=30.5
2023-04-21 14:58:18: Temperatur=44.4, Luftfeuchtigkeit=47.0, Taupunkt=30.5
2023-04-21 14:58:45: Temperatur=43.9, Luftfeuchtigkeit=48.0, Taupunkt=30.4
2023-04-21 14:59:15: Temperatur=43.9, Luftfeuchtigkeit=49.0, Taupunkt=30.8
2023-04-21 14:59:18: Temperatur=43.9, Luftfeuchtigkeit=49.0, Taupunkt=30.8
2023-04-21 14:59:45: Temperatur=43.9, Luftfeuchtigkeit=49.0, Taupunkt=30.8
2023-04-21 15:00:15: Temperatur=43.9, Luftfeuchtigkeit=50.0, Taupunkt=31.1
2023-04-21 15:00:18: Temperatur=43.9, Luftfeuchtigkeit=50.0, Taupunkt=31.1
2023-04-21 15:00:46: Temperatur=43.9, Luftfeuchtigkeit=50.0, Taupunkt=31.1
2023-04-21 15:01:19: Temperatur=43.9, Luftfeuchtigkeit=51.0, Taupunkt=31.5
2023-04-21 15:01:19: Temperatur=43.9, Luftfeuchtigkeit=51.0, Taupunkt=31.5
2023-04-21 15:01:49: Temperatur=43.5, Luftfeuchtigkeit=51.0, Taupunkt=31.1
2023-04-21 15:02:19: Temperatur=43.5, Luftfeuchtigkeit=52.0, Taupunkt=31.5
2023-04-21 15:02:19: Temperatur=43.5, Luftfeuchtigkeit=52.0, Taupunkt=31.5
2023-04-21 15:02:49: Temperatur=43.5, Luftfeuchtigkeit=52.0, Taupunkt=31.5
2023-04-21 15:03:20: Temperatur=43.5, Luftfeuchtigkeit=52.0, Taupunkt=31.5
2023-04-21 15:03:20: Temperatur=43.5, Luftfeuchtigkeit=52.0, Taupunkt=31.5
2023-04-21 15:03:50: Temperatur=43.5, Luftfeuchtigkeit=53.0, Taupunkt=31.8
2023-04-21 15:04:20: Temperatur=43.5, Luftfeuchtigkeit=53.0, Taupunkt=31.8
2023-04-21 15:04:20: Temperatur=43.5, Luftfeuchtigkeit=53.0, Taupunkt=31.8
2023-04-21 15:04:50: Temperatur=43.5, Luftfeuchtigkeit=53.0, Taupunkt=31.8
2023-04-21 15:05:20: Temperatur=43.5, Luftfeuchtigkeit=53.0, Taupunkt=31.8
2023-04-21 15:05:21: Temperatur=43.5, Luftfeuchtigkeit=53.0, Taupunkt=31.8
2023-04-21 15:05:51: Temperatur=43.5, Luftfeuchtigkeit=53.0, Taupunkt=31.8
2023-04-21 15:06:20: Temperatur=43.8, Luftfeuchtigkeit=53.0, Taupunkt=32.1
2023-04-21 15:06:21: Temperatur=43.8, Luftfeuchtigkeit=53.0, Taupunkt=32.1
2023-04-21 15:06:51: Temperatur=43.9, Luftfeuchtigkeit=53.0, Taupunkt=32.2
2023-04-21 15:07:20: Temperatur=43.9, Luftfeuchtigkeit=53.0, Taupunkt=32.2
2023-04-21 15:07:22: Temperatur=43.9, Luftfeuchtigkeit=53.0, Taupunkt=32.2
2023-04-21 15:07:52: Temperatur=43.9, Luftfeuchtigkeit=53.0, Taupunkt=32.2
2023-04-21 15:08:21: Temperatur=43.9, Luftfeuchtigkeit=53.0, Taupunkt=32.2
2023-04-21 15:08:22: Temperatur=43.9, Luftfeuchtigkeit=53.0, Taupunkt=32.2
2023-04-21 15:08:52: Temperatur=43.9, Luftfeuchtigkeit=53.0, Taupunkt=32.2
2023-04-21 15:09:21: Temperatur=44.0, Luftfeuchtigkeit=53.0, Taupunkt=32.3
2023-04-21 15:09:23: Temperatur=44.4, Luftfeuchtigkeit=53.0, Taupunkt=32.6
2023-04-21 15:09:53: Temperatur=44.4, Luftfeuchtigkeit=53.0, Taupunkt=32.6
2023-04-21 15:10:23: Temperatur=44.4, Luftfeuchtigkeit=53.0, Taupunkt=32.6
2023-04-21 15:10:23: Temperatur=44.4, Luftfeuchtigkeit=53.0, Taupunkt=32.6
2023-04-21 15:10:53: Temperatur=44.4, Luftfeuchtigkeit=53.0, Taupunkt=32.6
2023-04-21 15:26:47: Temperatur=48.2, Luftfeuchtigkeit=47.0, Taupunkt=34.0
2023-04-21 15:26:47: Temperatur=48.2, Luftfeuchtigkeit=47.0, Taupunkt=34.0
2023-04-21 15:27:17: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:27:47: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:27:48: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:28:18: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:28:48: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:28:48: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:29:18: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:29:48: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:29:48: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:30:18: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:30:48: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:30:48: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:31:19: Temperatur=48.7, Luftfeuchtigkeit=47.0, Taupunkt=34.4
2023-04-21 15:31:48: Temperatur=48.7, Luftfeuchtigkeit=48.0, Taupunkt=34.8
2023-04-21 15:31:49: Temperatur=48.7, Luftfeuchtigkeit=48.0, Taupunkt=34.8
2023-04-21 15:32:19: Temperatur=48.2, Luftfeuchtigkeit=48.0, Taupunkt=34.3
2023-04-21 15:32:48: Temperatur=48.7, Luftfeuchtigkeit=49.0, Taupunkt=35.2
2023-04-21 15:32:49: Temperatur=48.7, Luftfeuchtigkeit=49.0, Taupunkt=35.2
2023-04-21 15:33:21: Temperatur=48.7, Luftfeuchtigkeit=34.0, Taupunkt=28.7
2023-04-21 15:34:06: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:34:23: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:34:39: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:35:12: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:35:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:35:45: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:36:18: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:36:29: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:36:51: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:37:24: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:37:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:37:57: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:38:30: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:38:33: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:39:03: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:39:50: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:40:06: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:40:39: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:40:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:41:12: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:41:45: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:41:56: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:42:18: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:42:51: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:42:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:43:24: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:43:57: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:44:01: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:44:30: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:45:03: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:45:06: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:45:39: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:46:06: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:46:12: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:46:45: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:47:09: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:47:18: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:47:51: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:48:12: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:48:24: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:48:57: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:49:15: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:49:30: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:50:03: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:50:18: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:50:36: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:51:09: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:51:21: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:51:42: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:52:15: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:52:24: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:52:48: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:53:21: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:53:27: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:53:54: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:54:27: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:54:30: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:55:00: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:55:33: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:55:36: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:56:09: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:56:36: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:56:42: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:57:15: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:57:39: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-21 15:57:48: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:16:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:16:30: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:16:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:17:26: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:17:33: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:17:59: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:18:32: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:18:35: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:19:05: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:19:38: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:19:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:20:14: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:20:41: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:20:47: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:21:20: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:21:44: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
2023-04-22 12:21:53: Temperatur=, Luftfeuchtigkeit=, Taupunkt=
